appid,name,content,positive_ratio
2800,X2: The Threat,"Game: X2: The Threat. Description: X²: The Threat is of a new generation of space simulator games, you play the role of Julian Gardna who continues the story set by X: Beyond The Frontier. The updated graphics engine gives the universe a fresher feel with newly designed ships and stations adding to the complexity of the universe.. Genres: Strategy. Steamspy_tags: Space, Strategy, Simulation. Categories: Single-player, Captions available, Steam Cloud",0.8091603053435115
2810,X3: Reunion,"Game: X3: Reunion. Description: The Sequel to the award winning X²: The Threat introduces a new 3D engine as well as a new story, new ships and a new gameplay to greatly increase the variety in the X-universe. The economy of X³: Reunion is more complex than anything seen in the X-universe before.. Genres: Strategy. Steamspy_tags: Space, Simulation, Strategy. Categories: Single-player, Captions available, Steam Cloud",0.7139240506329114
2820,X3: Terran Conflict,"Game: X3: Terran Conflict. Description: It is the year 2938. The long wished-for encounter of the X Universe and the Earth holds both joy and sorrow for the people. Despite flourishing trade, the clash of the diverse races, cultures and life forms creates new tensions, mistrust and open conflict that need to be overcome!. Genres: Action, Simulation, Strategy. Steamspy_tags: Space, Simulation, Sci-fi. Categories: Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud",0.8572178477690289
2840,X: Beyond the Frontier,"Game: X: Beyond the Frontier. Description: The Human Race had advanced to the point where we could travel among the stars, we developed giant automated machines to help us colonise other worlds, but there was a fault in their programming and they turned and attacked. Forcing us to lay a trap to protect Earth and exiling the Human race to stay on Earth once again.. Genres: Simulation, Strategy. Steamspy_tags: Simulation, Space, Strategy. Categories: Single-player, Steam Cloud",0.7473684210526316
2850,X: Tension,"Game: X: Tension. Description: X-Tension is the eagerly awaited expansion pack to X: Beyond the Frontier. The expansion is not limited by a linear plot line but makes use of new ways to expand your empire. You can now take part in missions that are offered to you throughout the game.. Genres: Simulation, Strategy. Steamspy_tags: Simulation, Strategy, Space. Categories: Single-player, Steam Cloud",0.76
2900,688(I) Hunter/Killer,"Game: 688(I) Hunter/Killer. Description: 688(I) Hunter/Killer, the most realistic submarine simulation ever developed for PC. Master the sonar and weapons control systems, learn to develop real target situations and outfit your boat with the latest advanced weaponry. Then use your skills to complete the tour of duty and earn your dolphins to become a true submariner.. Genres: Strategy. Steamspy_tags: Strategy, Simulation, Naval. Categories: Single-player, Multi-player",0.7536231884057971
2910,Fleet Command,"Game: Fleet Command. Description: International waterways become theaters of war when the world's most formidable maritime powers exchange their fatal blows. With entire fleets at your command, you must strategically deploy vessels from every class - frigate to aircraft to nuclear submarine - to maintain the precarious balance of naval power and gain position for the.... Genres: Strategy. Steamspy_tags: Strategy, Simulation, Naval. Categories: Single-player",0.8037974683544303
2920,Sub Command,"Game: Sub Command. Description: Take charge of the most deadly modern-day submarines in the world - three distinct submarines across two unique and challenging campaigns. Utilize cutting-edge sensor and weapon technology to locate, track and destroy the enemy - even deliver Tomahawk missiles to inland targets.. Genres: Strategy. Steamspy_tags: Strategy, Simulation, Naval. Categories: Single-player, Multi-player, Co-op, Includes level editor",0.7021276595744681
2990,FlatOut 2™,"Game: FlatOut 2™. Description: DRIVING THIS RECKLESS IS NO ACCIDENT! But you might want to cause a few. In these high-speed races, the more damage you inflict, the better. The ultimate in turbo-charged cars and the craziest competitor drivers are waiting to test your best destructive streak. Responsible drivers need not apply.. Genres: Racing. Steamspy_tags: Racing, Destruction, Multiplayer. Categories: Single-player",0.940667704549386
3010,Xpand Rally,"Game: Xpand Rally. Description: Xpand Rally is a breathtaking game that gives you the true to life experience of driving powerful rally cars amidst photorealistic sceneries. Realistic weather effects, rolling hills, and animated scenery all add to game's visual perfection.. Genres: Racing. Steamspy_tags: Racing, Multiplayer. Categories: Single-player, Multi-player",0.7808988764044944
3020,Call of Juarez™,"Game: Call of Juarez™. Description: Call of Juarez is an epic adventure western themed FPS game. The player alternately assumes the roles of two distinct, antagonistic characters: a sneaking fugitive Billy and his hunter the reverend Ray. Apart from the highly interesting, emotional and psychological aspect of the link between the two characters, the player will experience.... Genres: Action. Steamspy_tags: Western, Action, FPS. Categories: Single-player, Multi-player, Steam Trading Cards",0.8002018163471241
3050,Xpand Rally Xtreme,"Game: Xpand Rally Xtreme. Description: Xpand Rally Xtreme shows the true climate and conditions of rally racing. Dangerous, technical tracks, based on the world's hardest special stages full of moguls,jumps,grooves and tight hairpins. By winning races amass funds for faster cars and repairs.. Genres: Racing. Steamspy_tags: Racing, Offroad, Simulation. Categories: Single-player, Multi-player",0.6635514018691588
3130,Men of War: Red Tide,"Game: Men of War: Red Tide. Description: Men of War: Red Tide is a sequel to the critically acclaimed RTS Men of War. Red Tide introduces a new story driven campaign based on the writings of Soviet scribe Alexander Zorich, it also includes dozens of new or upgraded units and weapons.. Genres: Strategy. Steamspy_tags: Strategy, World War II, RTS. Categories: Single-player, Steam Cloud",0.8099173553719008
3170,King's Bounty: Armored Princess,"Game: King's Bounty: Armored Princess. Description: King's Bounty: Armored Princess is a sequel to the critically acclaimed King’s Bounty: The Legend.. Genres: RPG, Strategy. Steamspy_tags: RPG, Turn-Based Strategy, Strategy. Categories: Single-player, Steam Cloud",0.9009345794392524
3260,Safecracker: The Ultimate Puzzle Adventure,"Game: Safecracker: The Ultimate Puzzle Adventure. Description: As an expert safecracker, you are hired by the wealthy family of a recently deceased to search his mansion for his last will and testament. Duncan W. Adams was an avid safe collector and an 'eccentric,' to say the least. Adams has hidden the deed to his vast fortunes in one of 35 safes.. Genres: Adventure, Casual. Steamspy_tags: Puzzle, Adventure, Casual. Categories: Single-player",0.5981308411214953
3270,Painkiller Overdose,"Game: Painkiller Overdose. Description: The critically-acclaimed and award-winning FPS franchise is back! Packed with tons of fast-paced, adrenaline-fueled single player and multiplayer action, Painkiller Overdose brings with it 6 innovative new demonic weapons, mind-bending physics, lightning-player maps, over 40 demented and sickly-twisted monsters from Hell and gigantic end.... Genres: Action. Steamspy_tags: Action, FPS, Shooter. Categories: Single-player, Multi-player",0.7579505300353356
3330,Zuma Deluxe,"Game: Zuma Deluxe. Description: Survive the ancient temples of Zuma, the critically acclaimed action-puzzler from PopCap! Deep in the jungle lie hidden temples bursting with traps and trickery, and it's up to you to uncover their treasures.. Genres: Casual. Steamspy_tags: Casual, Match 3, Puzzle. Categories: Single-player",0.921940928270042
3410,Heavy Weapon Deluxe,"Game: Heavy Weapon Deluxe. Description: It's shoot-'em-up arcade action at its best! Use an incredible assortment of heavy artillery to blast away enemy tanks and planes, and fight your way to victory. What are you waiting for? Pull yourself up by your bootstraps and get into the action! Blast your way through 19 missions packed with peril.. Genres: Casual. Steamspy_tags: Casual, Arcade, Action. Categories: Single-player",0.7171717171717171
3480,Peggle Deluxe,"Game: Peggle Deluxe. Description: Take your best shot with energizing arcade fun! Aim, shoot, clear the orange pegs, then sit back and cheer as 10 whimsical teachers guide you to Peggle greatness. Conquer 55 fanciful levels with 10 mystical Magic Powers, racking up bonus points and shots you'll smile about for weeks.. Genres: Casual. Steamspy_tags: Casual, Puzzle, Arcade. Categories: Single-player",0.9436860068259386
3483,Peggle Extreme,"Game: Peggle Extreme. Description: Mayday! The Peggle Institute has been invaded by a host of other-worldly creatures. It's up to you, Peggle Master, to report to duty and shoot and bounce the critters to oblivion. Take your best shot with energizing arcade fun, now exclusively themed with art and sounds from The Orange Box!. Genres: Casual. Steamspy_tags: Casual, Puzzle, Free to Play. Categories: Single-player",0.9241830065359478
3490,Venice Deluxe,"Game: Venice Deluxe. Description: Venice is sinking and only you can save it! From the floating fortress of your golden gondola, you'll restore the city by returning its lost treasures. Sling costly coins, launch lovely lyres and ricochet ruby rings into the corresponding spaces overhead.. Genres: Casual. Steamspy_tags: Casual. Categories: Single-player",0.8333333333333334
3500,Mystery P.I.™ - The Lottery Ticket,"Game: Mystery P.I.™ - The Lottery Ticket. Description: You are the world-famous Mystery P.I. and you've been hired by Grandma Rose to find her $488 million dollar winning lottery ticket that has gone missing! Retrace Grandma's steps to collect clues by finding hidden objects and solving puzzles. Search the city for the clues and piece them together to solve the case.. Genres: Casual. Steamspy_tags: Casual, Hidden Object. Categories: Single-player",0.7692307692307693
3510,Amazing Adventures The Lost Tomb™,"Game: Amazing Adventures The Lost Tomb™. Description: You are an adventure seeker who travels the world in search of forgotten & lost treasures. Search for hidden objects and circumvent unique puzzle traps to recover the most sought after treasures the world has ever known. A newly-discovered fragment of an ancient map is believed to reveal the location of the Lost Tomb of Egypt.. Genres: Casual. Steamspy_tags: Casual, Hidden Object, Puzzle. Categories: Single-player",0.7241379310344828
